task_id,submit_success,submit_http_status,submit_latency_ms,final_status,result_success,worker,queue_wait_ms,inference_ms,total_ms,num_detections,error,result_image_url
20260708_092244_425_164,True,202,42.39219999999477,done,True,obb_worker_1,1515,4.0297,1536,0,,/api/v1/result/20260708_092244_425_164/image
20260708_092244_584_183,True,202,42.79649999989488,done,True,obb_worker_1,1865,3.8257,1885,0,,/api/v1/result/20260708_092244_584_183/image
20260708_092244_386_160,True,202,33.88170000016544,done,True,obb_worker_1,1446,3.7863,1467,0,,/api/v1/result/20260708_092244_386_160/image
20260708_092244_108_127,True,202,42.89459999972678,done,True,obb_worker_1,791,5.5396,813,0,,/api/v1/result/20260708_092244_108_127/image
20260708_092244_211_138,True,202,45.8480000002055,done,True,obb_worker_1,1002,6.3466,1026,0,,/api/v1/result/20260708_092244_211_138/image
20260708_092244_213_139,True,202,46.94449999988137,done,True,obb_worker_1,1028,5.3893,1050,0,,/api/v1/result/20260708_092244_213_139/image
20260708_092244_168_134,True,202,34.37679999979082,done,True,obb_worker_1,935,4.3194,956,0,,/api/v1/result/20260708_092244_168_134/image
20260708_092244_821_211,True,202,39.61570000001302,done,True,obb_worker_1,2452,9.1993,2477,0,,/api/v1/result/20260708_092244_821_211/image
20260708_092243_990_112,True,202,40.931499999715015,done,True,obb_worker_1,421,12.7893,451,0,,/api/v1/result/20260708_092243_990_112/image
20260708_092244_359_156,True,202,46.41200000014578,done,True,obb_worker_1,1360,5.747,1383,0,,/api/v1/result/20260708_092244_359_156/image
20260708_092244_213_140,True,202,24.74130000018704,done,True,obb_worker_1,1056,5.3586,1077,0,,/api/v1/result/20260708_092244_213_140/image
20260708_092245_036_237,True,202,41.77830000026006,done,True,obb_worker_1,3061,8.0019,3083,0,,/api/v1/result/20260708_092245_036_237/image
20260708_092244_583_182,True,202,44.667500000286964,done,True,obb_worker_1,1841,4.0574,1861,0,,/api/v1/result/20260708_092244_583_182/image
20260708_092244_695_196,True,202,37.45570000000953,done,True,obb_worker_1,2132,6.143,2156,0,,/api/v1/result/20260708_092244_695_196/image
20260708_092244_539_177,True,202,40.05219999999099,done,True,obb_worker_1,1751,4.1751,1771,0,,/api/v1/result/20260708_092244_539_177/image
20260708_092244_680_194,True,202,38.83159999986674,done,True,obb_worker_1,2088,6.2895,2112,0,,/api/v1/result/20260708_092244_680_194/image
20260708_092245_049_238,True,202,39.12289999971108,done,True,obb_worker_1,3075,7.0463,3096,0,,/api/v1/result/20260708_092245_049_238/image
20260708_092244_045_119,True,202,45.9353999999621,done,True,obb_worker_1,616,16.3488,649,0,,/api/v1/result/20260708_092244_045_119/image
20260708_092244_062_121,True,202,41.381400000318536,done,True,obb_worker_1,671,4.9016,693,0,,/api/v1/result/20260708_092244_062_121/image
20260708_092243_957_109,True,202,38.09060000003228,done,True,obb_worker_1,349,7.7553,374,0,,/api/v1/result/20260708_092243_957_109/image
20260708_092244_797_208,True,202,39.42610000012792,done,True,obb_worker_1,2385,6.7961,2409,0,,/api/v1/result/20260708_092244_797_208/image
20260708_092244_262_145,True,202,46.252000000094995,done,True,obb_worker_1,1148,5.4891,1170,0,,/api/v1/result/20260708_092244_262_145/image
20260708_092244_891_219,True,202,44.99859999987166,done,True,obb_worker_1,2629,7.4986,2655,0,,/api/v1/result/20260708_092244_891_219/image
20260708_092244_810_209,True,202,38.699499999893305,done,True,obb_worker_1,2402,8.1241,2427,0,,/api/v1/result/20260708_092244_810_209/image
20260708_092244_630_188,True,202,45.04369999995106,done,True,obb_worker_1,1960,5.7695,1983,0,,/api/v1/result/20260708_092244_630_188/image
20260708_092244_960_227,True,202,44.02470000013636,done,True,obb_worker_1,2825,10.7988,2853,0,,/api/v1/result/20260708_092244_960_227/image
20260708_092245_135_249,True,202,63.67210000007617,done,True,obb_worker_1,3296,6.9581,3317,0,,/api/v1/result/20260708_092245_135_249/image
20260708_092244_541_178,True,202,47.485300000062125,done,True,obb_worker_1,1773,3.8083,1793,0,,/api/v1/result/20260708_092244_541_178/image
20260708_092244_495_172,True,202,45.488400000067486,done,True,obb_worker_1,1661,3.631,1682,0,,/api/v1/result/20260708_092244_495_172/image
20260708_092244_925_223,True,202,34.95740000016667,done,True,obb_worker_1,2724,7.3717,2749,0,,/api/v1/result/20260708_092244_925_223/image
20260708_092244_796_207,True,202,46.37349999984508,done,True,obb_worker_1,2354,7.3256,2379,0,,/api/v1/result/20260708_092244_796_207/image
20260708_092245_210_257,True,202,41.063000000121974,done,True,obb_worker_1,3441,7.4274,3463,0,,/api/v1/result/20260708_092245_210_257/image
20260708_092245_058_239,True,202,47.124300000177755,done,True,obb_worker_1,3090,6.9689,3111,0,,/api/v1/result/20260708_092245_058_239/image
20260708_092245_059_240,True,202,41.175700000167126,done,True,obb_worker_1,3115,7.3008,3136,0,,/api/v1/result/20260708_092245_059_240/image
20260708_092244_038_118,True,202,41.80740000037986,done,True,obb_worker_1,584,15.2748,616,0,,/api/v1/result/20260708_092244_038_118/image
20260708_092244_688_195,True,202,45.77820000031352,done,True,obb_worker_1,2108,5.9196,2132,0,,/api/v1/result/20260708_092244_688_195/image
20260708_092244_937_224,True,202,33.90189999981885,done,True,obb_worker_1,2744,8.7411,2770,0,,/api/v1/result/20260708_092244_937_224/image
20260708_092245_130_247,True,202,47.0711000002666,done,True,obb_worker_1,3244,7.4801,3266,0,,/api/v1/result/20260708_092245_130_247/image
20260708_092245_011_234,True,202,39.94550000015806,done,True,obb_worker_1,2990,8.2538,3016,0,,/api/v1/result/20260708_092245_011_234/image
20260708_092244_021_116,True,202,43.02989999996498,done,True,obb_worker_1,535,13.1764,566,0,,/api/v1/result/20260708_092244_021_116/image
20260708_092244_014_115,True,202,38.736799999696814,done,True,obb_worker_1,505,14.9177,536,0,,/api/v1/result/20260708_092244_014_115/image
20260708_092244_361_157,True,202,47.7192000003015,done,True,obb_worker_1,1386,4.3686,1407,0,,/api/v1/result/20260708_092244_361_157/image
20260708_092244_521_176,True,202,46.04689999996481,done,True,obb_worker_1,1739,4.3055,1761,0,,/api/v1/result/20260708_092244_521_176/image
20260708_092244_733_201,True,202,39.9147000002813,done,True,obb_worker_1,2237,6.0545,2261,0,,/api/v1/result/20260708_092244_733_201/image
20260708_092245_311_269,True,202,38.530700000137585,done,True,obb_worker_1,3670,7.3044,3692,0,,/api/v1/result/20260708_092245_311_269/image
20260708_092244_312_151,True,202,50.20749999994223,done,True,obb_worker_1,1270,5.8148,1294,0,,/api/v1/result/20260708_092244_312_151/image
20260708_092244_589_184,True,202,43.30300000037823,done,True,obb_worker_1,1888,3.7691,1909,0,,/api/v1/result/20260708_092244_589_184/image
20260708_092244_613_187,True,202,47.30620000009367,done,True,obb_worker_1,1948,6.432,1972,0,,/api/v1/result/20260708_092244_613_187/image
20260708_092244_351_155,True,202,39.18680000015229,done,True,obb_worker_1,1342,4.5894,1363,0,,/api/v1/result/20260708_092244_351_155/image
20260708_092245_017_235,True,202,33.354700000018056,done,True,obb_worker_1,3015,7.2694,3041,0,,/api/v1/result/20260708_092245_017_235/image
20260708_092244_238_143,True,202,27.301099999931466,done,True,obb_worker_1,1086,5.1488,1108,0,,/api/v1/result/20260708_092244_238_143/image
20260708_092244_260_144,True,202,45.89050000004136,done,True,obb_worker_1,1121,5.2209,1143,0,,/api/v1/result/20260708_092244_260_144/image
20260708_092244_476_171,True,202,28.693899999780115,done,True,obb_worker_1,1651,5.1718,1674,0,,/api/v1/result/20260708_092244_476_171/image
20260708_092245_295_267,True,202,42.68540000020948,done,True,obb_worker_1,3630,7.5608,3652,0,,/api/v1/result/20260708_092245_295_267/image
20260708_092244_914_221,True,202,47.662400000263005,done,True,obb_worker_1,2706,7.4255,2731,0,,/api/v1/result/20260708_092244_914_221/image
20260708_092244_773_205,True,202,45.12509999995018,done,True,obb_worker_1,2315,6.5766,2340,0,,/api/v1/result/20260708_092244_773_205/image
20260708_092244_514_174,True,202,43.25520000020333,done,True,obb_worker_1,1695,3.8733,1715,0,,/api/v1/result/20260708_092244_514_174/image
20260708_092244_057_120,True,202,42.47399999985646,done,True,obb_worker_1,644,8.1704,670,0,,/api/v1/result/20260708_092244_057_120/image
20260708_092244_165_133,True,202,44.23240000005535,done,True,obb_worker_1,907,5.9442,929,0,,/api/v1/result/20260708_092244_165_133/image
20260708_092245_259_263,True,202,34.67550000004849,done,True,obb_worker_1,3560,7.3577,3582,0,,/api/v1/result/20260708_092245_259_263/image
20260708_092245_283_266,True,202,38.81730000011885,done,True,obb_worker_1,3612,7.7592,3634,0,,/api/v1/result/20260708_092245_283_266/image
20260708_092244_453_168,True,202,28.79579999989801,done,True,obb_worker_1,1593,3.8813,1613,0,,/api/v1/result/20260708_092244_453_168/image
20260708_092244_449_167,True,202,42.57030000007944,done,True,obb_worker_1,1571,4.1022,1591,0,,/api/v1/result/20260708_092244_449_167/image
20260708_092245_498_292,True,202,49.97389999971347,done,True,obb_worker_1,4104,7.474,4125,0,,/api/v1/result/20260708_092245_498_292/image
20260708_092244_727_200,True,202,40.470299999924464,done,True,obb_worker_1,2215,5.5155,2238,0,,/api/v1/result/20260708_092244_727_200/image
20260708_092244_472_170,True,202,42.7850999999464,done,True,obb_worker_1,1628,3.8483,1649,0,,/api/v1/result/20260708_092244_472_170/image
20260708_092243_955_108,True,202,57.628699999895616,done,True,obb_worker_1,308,20.4899,345,0,,/api/v1/result/20260708_092243_955_108/image
20260708_092245_522_294,True,202,48.2110000002649,done,True,obb_worker_1,4134,7.6041,4155,0,,/api/v1/result/20260708_092245_522_294/image
20260708_092244_640_190,True,202,32.99949999973251,done,True,obb_worker_1,1979,5.9072,2002,0,,/api/v1/result/20260708_092244_640_190/image
20260708_092245_321_270,True,202,44.967600000290986,done,True,obb_worker_1,3686,7.5771,3707,0,,/api/v1/result/20260708_092245_321_270/image
20260708_092244_141_130,True,202,42.84039999993183,done,True,obb_worker_1,843,5.7802,867,0,,/api/v1/result/20260708_092244_141_130/image
20260708_092244_607_185,True,202,46.72130000017205,done,True,obb_worker_1,1896,4.4322,1917,0,,/api/v1/result/20260708_092244_607_185/image
20260708_092243_938_106,True,202,38.200899999992544,done,True,obb_worker_1,231,38.2261,285,0,,/api/v1/result/20260708_092243_938_106/image
20260708_092245_169_252,True,202,39.257699999780016,done,True,obb_worker_1,3342,11.2263,3368,0,,/api/v1/result/20260708_092245_169_252/image
20260708_092244_711_198,True,202,41.9382999998561,done,True,obb_worker_1,2174,5.9614,2197,0,,/api/v1/result/20260708_092244_711_198/image
20260708_092243_977_110,True,202,41.032199999790464,done,True,obb_worker_1,358,15.3277,390,0,,/api/v1/result/20260708_092243_977_110/image
20260708_092245_383_278,True,202,35.58449999991353,done,True,obb_worker_1,3835,8.2953,3857,0,,/api/v1/result/20260708_092245_383_278/image
20260708_092244_238_142,True,202,61.717200000202865,done,True,obb_worker_1,1114,5.7607,1137,0,,/api/v1/result/20260708_092244_238_142/image
20260708_092245_178_253,True,202,46.290700000099605,done,True,obb_worker_1,3364,10.7821,3390,0,,/api/v1/result/20260708_092245_178_253/image
20260708_092245_226_259,True,202,45.8810000000085,done,True,obb_worker_1,3481,7.0194,3501,0,,/api/v1/result/20260708_092245_226_259/image
20260708_092244_757_203,True,202,47.7430999999342,done,True,obb_worker_1,2271,6.3464,2295,0,,/api/v1/result/20260708_092244_757_203/image
20260708_092245_333_272,True,202,37.621800000124495,done,True,obb_worker_1,3727,7.272,3748,0,,/api/v1/result/20260708_092245_333_272/image
20260708_092245_443_285,True,202,48.75179999999091,done,True,obb_worker_1,3969,8.1319,3992,0,,/api/v1/result/20260708_092245_443_285/image
20260708_092244_938_225,True,202,46.40880000033576,done,True,obb_worker_1,2773,9.5849,2801,0,,/api/v1/result/20260708_092244_938_225/image
20260708_092245_509_293,True,202,35.743899999943096,done,True,obb_worker_1,4121,8.3098,4143,0,,/api/v1/result/20260708_092245_509_293/image
20260708_092244_545_179,True,202,30.41110000003755,done,True,obb_worker_1,1797,4.3285,1818,0,,/api/v1/result/20260708_092244_545_179/image
20260708_092244_772_204,True,202,44.311300000117626,done,True,obb_worker_1,2287,6.1165,2311,0,,/api/v1/result/20260708_092244_772_204/image
20260708_092244_236_141,True,202,46.73159999993004,done,True,obb_worker_1,1061,4.4731,1082,0,,/api/v1/result/20260708_092244_236_141/image
20260708_092245_372_277,True,202,49.039300000004005,done,True,obb_worker_1,3793,7.4099,3814,0,,/api/v1/result/20260708_092245_372_277/image
